,Bafoulabe,Diéma,Kayes,Kéniéba,Kita,Nioro,Yélimané,Banamba,Dioila,Kangaba,Kati,Kolokani,Koulikoro,Nara,Bougouni,Kadiolo,Kolondieba,Koutiala,Sikasso,Yanfolila,Yorosso,Baraouéli,Bla,Macina,Niono,San,Ségou,Tominian,Bandiagara,Bankass,Djenné,Douentza,Koro,Mopti,Ténenkou,Youwarou,Diré,Goundam,Gourma-Rharous,Niafunké,Tombouctou,Ansongo,Bourem,Gao,Abeibara,Kidal,Tessalit,Tin-Essako,Bamako,Ménaka,Anderamboukane,Inekar,Tidermene
2024-10-02,2090.3671875,114.75,2276.40625,1142.8359375,1142.8359375,0.2578125,1.359375,15.9140625,2517.4921875,5250.765625,5383.90625,110.8984375,5618.5859375,20.828125,1541.6640625,487.125,986.640625,417.6640625,1162.5625,1541.6640625,61.3671875,5640.0,2541.3671875,5783.140625,20.0,2514.7578125,5718.5078125,2497.296875,0.3046875,12.1484375,5892.734375,1.2109375,1.2265625,8414.875,5845.078125,8356.515625,8431.96875,8322.25,8711.515625,8342.4921875,8698.296875,8777.8984375,8776.015625,8780.7734375,0.0234375,0.421875,1.7890625,0.3125,5346.6796875,3.0703125,2.6484375,2.234375,0.96875
2024-10-03,2089.671875,107.3828125,2246.65625,1155.953125,1155.953125,0.296875,1.5390625,13.21875,2608.3828125,6131.921875,6164.5703125,101.96875,6230.390625,18.0546875,1548.3828125,557.3125,1062.828125,456.3046875,1231.640625,1548.3828125,62.890625,6108.6015625,2652.515625,5883.4296875,19.3359375,2638.3984375,6038.96875,2593.8359375,0.28125,11.4453125,5799.953125,1.65625,1.140625,8327.8125,5810.8515625,8315.8828125,8298.0390625,8224.75,8607.015625,8236.0234375,8586.9765625,8773.5,8736.0078125,8769.015625,0.015625,0.3828125,1.7890625,0.3125,6147.0546875,3.0703125,2.46875,2.0859375,0.96875
2024-10-04,2020.40625,86.53125,2181.578125,1168.34375,1168.34375,0.25,1.1875,14.515625,2673.4296875,6775.0546875,6969.9453125,79.859375,7086.734375,15.9921875,1964.703125,503.8828125,1023.6328125,443.296875,1207.78125,1979.15625,63.9609375,7051.96875,2770.5234375,6801.15625,18.4609375,2779.28125,6996.6953125,2771.9375,0.3203125,11.3203125,6639.6328125,1.171875,1.203125,9103.5390625,6687.6484375,8906.0625,8222.296875,8218.4921875,8474.921875,8307.953125,8452.5390625,8761.3984375,8652.3671875,8723.2890625,0.015625,0.3515625,1.7890625,0.3125,6914.5546875,3.0625,2.3046875,1.953125,0.9609375
2024-10-05,1763.875,95.0390625,1969.5078125,880.390625,880.390625,0.2421875,1.1015625,13.703125,2604.3828125,5553.734375,5798.09375,89.453125,5990.1015625,14.4296875,1581.7109375,485.46875,997.25,438.6328125,1191.2734375,1621.703125,63.6328125,5990.1015625,2745.1875,5922.9296875,17.4375,2781.2578125,5974.640625,2781.2578125,0.328125,11.140625,5948.40625,1.203125,1.6328125,8695.5859375,5939.796875,8659.5625,8247.296875,8250.96875,8347.7265625,8348.5625,8328.203125,8717.7109375,8537.3046875,8637.6796875,0.015625,0.3203125,1.78125,0.3125,5730.609375,3.0625,2.1640625,1.828125,0.953125
2024-10-06,1786.890625,110.3203125,2008.5859375,877.421875,877.421875,0.28125,1.2890625,21.2734375,2529.359375,5339.03125,5557.2265625,104.0234375,5766.59375,23.234375,1435.9140625,482.8984375,973.8203125,426.1640625,1155.9609375,1477.828125,59.8828125,5766.9296875,2680.2890625,5717.9609375,16.359375,2727.6171875,5775.5390625,2727.6171875,0.2734375,11.2890625,5803.8125,1.3671875,0.9921875,8658.140625,5761.234375,8664.9765625,8296.3359375,8301.5625,8247.84375,8428.84375,8235.0546875,8636.3125,8409.5625,8522.6796875,0.015625,0.296875,1.78125,0.3125,5495.828125,3.0625,2.0234375,1.7109375,0.9453125
2024-10-07,2043.140625,122.109375,2293.9375,917.609375,917.609375,0.34375,1.046875,16.296875,2651.4296875,5203.0234375,5460.640625,115.9453125,5712.8359375,26.3671875,1335.7890625,474.796875,978.71875,491.9609375,1187.7109375,1399.828125,70.78125,5742.640625,2807.59375,5791.34375,15.21875,2862.046875,5796.5546875,2862.046875,0.265625,10.84375,5809.6484375,1.2265625,1.1484375,8937.4609375,5777.4765625,8975.078125,8508.4609375,8519.2578125,8346.25,8760.8359375,8332.0390625,8525.75,8297.90625,8399.3671875,0.015625,0.265625,1.78125,0.3125,5399.4453125,3.0625,1.90625,1.609375,0.9453125
2024-10-08,2384.7109375,148.1953125,2747.453125,948.2421875,948.2421875,0.4921875,1.4921875,17.8359375,2885.3984375,5397.9921875,5623.6328125,141.71875,5872.265625,20.578125,1513.1171875,512.359375,1074.109375,499.3046875,1300.4921875,1548.140625,88.015625,5905.6484375,3008.6328125,6023.796875,14.203125,3053.421875,6016.453125,3053.421875,0.234375,11.0703125,6018.1328125,1.140625,1.234375,9206.265625,6022.5390625,9242.8125,8940.140625,8953.1328125,8699.8125,9169.1640625,8673.6484375,8405.578125,8266.859375,8293.9140625,0.0078125,0.2421875,1.78125,0.3125,5572.3671875,3.0625,1.7890625,1.515625,0.9375
2024-10-09,2127.4296875,129.6484375,2385.2890625,1017.7421875,898.2421875,0.2890625,1.0703125,16.2421875,2807.5703125,5340.09375,5577.546875,121.1796875,5817.8046875,15.5625,1479.6875,497.34375,1047.546875,504.359375,1251.8671875,1506.8125,93.84375,5842.78125,2928.90625,6010.2578125,13.15625,2963.515625,5967.8515625,2963.515625,0.2734375,13.203125,6034.5234375,1.140625,1.15625,9035.09375,6026.640625,9071.90625,8992.65625,8998.9375,8850.4375,9067.578125,8831.75,8302.7578125,8398.9375,8233.9765625,0.0078125,0.2265625,1.78125,0.3125,5522.34375,3.0625,1.6875,1.4296875,0.9375
2024-10-10,1940.3359375,167.2578125,2215.28125,908.15625,810.59375,0.1796875,0.7734375,14.0703125,2535.5703125,4974.5703125,5243.2421875,152.34375,5553.140625,12.5390625,1393.875,448.28125,929.5625,443.46875,1109.03125,1409.9921875,70.734375,5595.109375,2621.0859375,5900.671875,12.1875,2639.1015625,5811.171875,2639.1015625,0.2421875,12.2421875,6004.359375,1.1328125,1.0625,8737.6875,5962.140625,8987.0234375,9020.4375,9018.90625,8998.75,9020.4375,8991.671875,8241.328125,8621.6328125,8307.1328125,0.0078125,0.2109375,1.78125,0.3125,5176.2265625,3.0625,1.59375,1.34375,0.9296875
2024-10-11,2192.08984375,156.91796875,2519.5234375,940.0703125,853.8515625,0.16796875,0.7109375,13.5625,2552.44921875,4842.8828125,5097.859375,142.64453125,5383.23828125,11.7578125,1365.28125,462.15234375,957.7890625,420.1328125,1138.89453125,1387.125,67.17578125,5411.8046875,2666.51171875,5692.03125,11.28125,2698.0234375,5597.32421875,2698.0234375,0.22265625,11.8359375,5807.73046875,1.125,0.984375,8649.13671875,5758.7578125,8872.91796875,8999.7578125,8941.75,9004.85546875,8957.42578125,9004.85546875,8326.1484375,8829.78515625,8466.38671875,0.0078125,0.19921875,1.78515625,0.31640625,5030.3046875,3.05859375,1.50390625,1.2734375,0.9296875
2024-10-12,2075.55859375,150.53515625,2357.30859375,908.06640625,826.390625,0.16796875,0.6640625,12.05859375,2396.13671875,4629.76953125,4872.1796875,138.0,5149.60546875,8.41796875,1255.39453125,424.75,889.82421875,387.671875,1058.65625,1312.34765625,65.58203125,5179.07421875,2520.8125,5465.40625,10.44140625,2565.796875,5360.77734375,2565.796875,0.19921875,11.44140625,5605.18359375,1.109375,0.91015625,8412.359375,5546.578125,8710.359375,8905.06640625,8797.203125,8988.72265625,8820.23828125,8988.71484375,8488.4453125,8956.375,8671.1953125,0.0078125,0.1953125,1.78515625,0.31640625,4806.4609375,3.05859375,1.421875,1.203125,0.92578125
2024-10-13,1899.5625,131.6328125,2166.67578125,821.47265625,768.24609375,0.18359375,0.65234375,10.75390625,2304.73046875,4652.671875,4856.07421875,120.50390625,5075.0859375,7.28515625,1277.75390625,394.8203125,852.40625,366.61328125,1017.2421875,1295.19140625,59.02734375,5091.91796875,2404.80859375,5289.8125,9.6640625,2446.5,5204.2578125,2446.5,0.18359375,11.03515625,5444.91015625,1.0859375,0.84375,8242.3828125,5375.4765625,8605.375,8787.84375,8682.83984375,8974.421875,8703.79296875,8974.203125,8687.78125,8974.5625,8851.42578125,0.0078125,0.19140625,1.78515625,0.31640625,4801.171875,3.05859375,1.34765625,1.140625,0.921875
2024-10-14,1864.04296875,123.52734375,2124.26953125,766.359375,746.125,0.14453125,0.63671875,9.640625,2182.57421875,4407.98828125,4638.92578125,112.92578125,4872.21484375,6.15234375,1145.62890625,372.265625,780.0390625,349.19140625,941.53125,1224.5234375,56.3046875,4889.19140625,2308.08203125,5072.0,8.9453125,2357.91796875,4994.30859375,2357.91796875,0.171875,10.73828125,5227.8671875,1.06640625,0.7890625,7994.1171875,5155.06640625,8449.359375,8646.97265625,8537.6640625,8921.5859375,8560.07421875,8907.6875,8854.22265625,8959.23046875,8944.0234375,0.0078125,0.19140625,1.78515625,0.31640625,4575.09765625,3.05859375,1.27734375,1.078125,0.91796875
2024-10-15,1658.80859375,103.6328125,1905.328125,714.60546875,668.11328125,0.140625,0.7734375,8.828125,2077.046875,4339.00390625,4578.3359375,93.82421875,4825.546875,5.2578125,1084.05859375,336.96484375,733.4453125,340.3359375,888.28515625,1180.40234375,55.30078125,4844.00390625,2201.2890625,4994.31640625,8.296875,2253.97265625,4935.8671875,2253.97265625,0.171875,10.7734375,5116.1796875,1.05078125,0.78515625,7783.48046875,5056.953125,8293.6796875,8504.6953125,8391.23828125,8807.18359375,8415.19921875,8786.5,8934.68359375,8936.0703125,8944.9296875,0.0078125,0.19140625,1.78515625,0.31640625,4509.703125,3.0546875,1.2109375,1.0234375,0.9140625
2024-10-16,1544.55859375,90.8828125,1783.0234375,692.01953125,649.24609375,0.12109375,0.5234375,7.75,1975.5,4163.18359375,4416.05078125,81.8828125,4701.125,4.3828125,1022.3203125,322.2578125,704.73828125,325.59765625,852.01953125,1121.1015625,52.46875,4730.890625,2098.8671875,4887.8984375,7.72265625,2154.3671875,4835.55078125,2154.3671875,0.15234375,10.46484375,4988.03125,1.0390625,0.73046875,7546.5390625,4939.09375,8120.17578125,8369.98828125,8238.34765625,8676.29296875,8266.98828125,8654.53125,8929.77734375,8854.171875,8919.921875,0.0078125,0.19140625,1.78515625,0.31640625,4339.48046875,3.0546875,1.15234375,0.97265625,0.91015625
2024-10-17,1405.48046875,82.2578125,1631.91015625,639.03515625,598.86328125,0.109375,0.484375,7.08203125,1898.91015625,4007.1640625,4250.04296875,74.03125,4548.546875,3.8125,1029.90625,314.7734375,696.12109375,297.6015625,831.984375,1133.26953125,48.14453125,4588.32421875,2016.11328125,4790.79296875,7.234375,2070.51953125,4732.69921875,2070.51953125,0.1484375,10.12109375,4886.84375,1.03125,0.68359375,7341.71875,4840.26953125,7902.40625,8178.51953125,8027.46875,8532.19921875,8059.2890625,8508.71875,8908.0859375,8732.48828125,8835.671875,0.0078125,0.1875,1.78515625,0.31640625,4174.15234375,3.0546875,1.09765625,0.92578125,0.90625
2024-10-18,1262.71875,72.796875,1477.92578125,580.640625,534.703125,0.09765625,0.44921875,6.49609375,1838.08203125,3766.2890625,3987.15234375,65.41015625,4259.75390625,3.30859375,987.76953125,306.96484375,676.4765625,294.77734375,810.1328125,1066.73046875,48.328125,4303.578125,1926.84765625,4569.10546875,6.84765625,1976.44921875,4484.04296875,1976.44921875,0.13671875,9.91796875,4688.51171875,1.015625,0.63671875,7047.4453125,4635.1171875,7682.84765625,7996.76171875,7825.8828125,8386.55859375,7862.1171875,8361.52734375,8831.48046875,8596.51953125,8714.203125,0.0078125,0.1875,1.7890625,0.31640625,3915.515625,3.0546875,1.04296875,0.8828125,0.90234375
2024-10-19,1146.984375,63.1796875,1348.38671875,549.37109375,508.2109375,0.09375,0.42578125,5.65234375,1744.28125,3641.72265625,3833.80859375,57.2890625,4050.67578125,2.91796875,911.57421875,285.2578125,634.26953125,283.73828125,762.0,979.43359375,47.55859375,4082.28125,1827.6484375,4362.7578125,6.578125,1868.375,4257.1796875,1868.375,0.12890625,9.7109375,4508.90625,1.00390625,0.59765625,6762.95703125,4445.78125,7434.5,7785.41796875,7592.43359375,8228.94921875,7632.95703125,8201.0625,8715.421875,8455.6796875,8579.78125,0.0078125,0.18359375,1.796875,0.3125,3770.6875,3.05078125,0.99609375,0.83984375,0.90234375
2024-10-20,1033.70703125,55.95703125,1224.5625,504.86328125,459.49609375,0.0859375,0.40234375,5.203125,1658.359375,3370.04296875,3541.44921875,50.4921875,3732.4609375,2.6328125,848.21875,275.0625,609.47265625,265.80859375,729.60546875,916.2890625,43.1796875,3756.96484375,1753.3359375,4015.015625,6.4140625,1794.28515625,3906.8046875,1794.28515625,0.1171875,9.4453125,4178.15234375,0.9921875,0.55859375,6378.171875,4106.96875,7163.125,7558.3671875,7343.05078125,8054.49609375,7388.6171875,8023.19921875,8582.578125,8304.89453125,8437.2578125,0.0078125,0.1796875,1.81640625,0.3125,3483.84765625,3.05078125,0.94921875,0.80078125,0.8984375
2024-10-21,949.4296875,51.4296875,1128.0078125,474.6015625,419.90234375,0.08203125,0.37890625,4.27734375,1615.82421875,3345.328125,3501.9765625,46.3046875,3660.57421875,2.4453125,853.66015625,268.89453125,595.00390625,253.55078125,712.14453125,910.640625,40.03125,3674.8359375,1715.28515625,3834.0703125,6.3359375,1756.98828125,3761.9921875,1756.98828125,0.109375,9.23828125,3964.671875,0.98046875,0.5234375,6082.40234375,3904.65234375,6890.00390625,7319.04296875,7085.40234375,7862.11328125,7134.97265625,7827.30859375,8443.4140625,8141.71875,8287.87890625,0.0078125,0.17578125,1.83203125,0.3125,3449.75,3.046875,0.90625,0.7734375,0.89453125
2024-10-22,880.84375,43.73828125,1050.86328125,450.6796875,394.75390625,0.078125,0.359375,3.76953125,1578.8359375,3301.19140625,3469.96875,38.765625,3639.80078125,2.32421875,849.22265625,262.703125,585.3125,246.09375,698.62109375,915.375,38.63671875,3656.39453125,1680.13671875,3771.078125,6.3046875,1724.4609375,3729.23828125,1724.4609375,0.10546875,8.98046875,3851.80859375,0.97265625,0.5,5871.69921875,3812.5546875,6614.41796875,7063.4375,6815.921875,7652.15625,6868.09765625,7613.9921875,8294.6640625,7961.2890625,8123.5078125,0.0078125,0.171875,1.83984375,0.3125,3411.5703125,3.046875,0.86328125,0.76953125,0.890625
2024-10-23,787.890625,37.046875,955.359375,408.3515625,355.95703125,0.07421875,0.34375,3.30859375,1491.6328125,3158.28515625,3320.90625,32.56640625,3498.22265625,2.203125,773.34765625,246.63671875,557.51171875,223.7421875,661.9609375,849.984375,36.1875,3519.453125,1594.24609375,3663.84765625,6.26953125,1639.796875,3616.0546875,1639.796875,0.10546875,8.99609375,3732.46875,0.96875,0.61328125,5642.015625,3700.71484375,6339.921875,6796.19140625,6541.5625,7425.8046875,6594.6875,7384.5703125,8132.3125,7763.23828125,7942.61328125,0.0078125,0.16796875,1.84375,0.3125,3261.8828125,3.046875,0.828125,0.76953125,0.890625
2024-10-24,765.85546875,35.6640625,929.765625,392.74609375,347.47265625,0.0703125,0.32421875,3.140625,1453.6328125,3042.21875,3219.69921875,31.515625,3414.09375,2.7890625,730.06640625,240.24609375,541.51171875,219.59765625,645.734375,809.16015625,33.4140625,3441.109375,1554.828125,3624.36328125,6.19921875,1600.9609375,3565.27734375,1600.9609375,0.203125,9.16015625,3689.5859375,0.96484375,0.62890625,5520.9296875,3662.078125,6096.2890625,6528.96875,6281.4453125,7186.98828125,6332.046875,7142.8203125,7955.75390625,7551.16015625,7746.91015625,0.0078125,0.1640625,1.84375,0.3125,3155.28515625,3.046875,0.79296875,0.765625,0.88671875
2024-10-25,685.01953125,31.7265625,847.984375,361.84765625,308.80078125,0.06640625,0.30859375,2.69140625,1403.02734375,2866.2734375,3042.328125,28.0703125,3235.76953125,2.48046875,701.32421875,230.3671875,521.1171875,213.3515625,624.8203125,781.1484375,32.4375,3263.93359375,1502.89453125,3470.7734375,6.0625,1548.7890625,3399.20703125,1548.7890625,0.17578125,8.55859375,3553.34765625,0.9609375,0.4609375,5352.57421875,3518.9921875,5893.8203125,6280.53515625,6056.99609375,6936.19921875,6102.109375,6889.97265625,7761.5078125,7323.015625,7533.85546875,0.00390625,0.15625,1.84375,0.3125,2978.41015625,3.046875,0.7578125,0.76171875,0.8828125
2024-10-26,574.32421875,26.46484375,729.5234375,322.8828125,257.2890625,0.0625,0.296875,2.046875,1319.6484375,2641.1640625,2806.84765625,23.4453125,2990.75,1.9765625,640.31640625,221.12890625,499.80078125,195.61328125,594.046875,715.54296875,30.68359375,3018.4609375,1416.765625,3236.32421875,5.8515625,1460.51953125,3156.15234375,1460.51953125,0.08203125,8.0625,3337.80078125,0.95703125,0.38671875,5076.4609375,3294.75390625,5654.05859375,6029.26171875,5813.69140625,6679.05078125,5857.4375,6631.765625,7553.359375,7083.1484375,7307.91796875,0.00390625,0.15234375,1.84375,0.3125,2745.84375,3.046875,0.7265625,0.7578125,0.87890625
2024-10-27,527.15625,24.13671875,675.328125,294.31640625,239.9921875,0.05859375,0.28125,1.8359375,1263.7890625,2478.0625,2637.640625,21.46484375,2814.109375,1.9296875,596.23828125,211.57421875,480.1328125,186.6171875,569.9140625,667.5390625,29.42578125,2840.68359375,1358.6484375,3052.23046875,5.60546875,1401.03515625,2973.02734375,1401.03515625,0.07421875,7.84375,3157.375,0.95703125,0.36328125,4847.953125,3112.0859375,5459.515625,5809.94140625,5611.40625,6426.91015625,5652.12890625,6380.30078125,7333.01953125,6836.55078125,7071.96875,0.00390625,0.1484375,1.83984375,0.3125,2578.5625,3.046875,0.6953125,0.75390625,0.87890625
2024-10-28,471.21484375,22.22265625,613.29296875,268.9296875,211.171875,0.0546875,0.26953125,1.69921875,1210.1171875,2332.359375,2482.1796875,19.83203125,2651.84375,1.8828125,558.5,201.98828125,460.92578125,178.359375,546.359375,625.62890625,28.43359375,2678.3828125,1302.67578125,2894.17578125,5.328125,1343.609375,2812.890625,1343.609375,0.0703125,7.67578125,3001.47265625,0.953125,0.34375,4631.95703125,2955.3984375,5268.328125,5609.15234375,5420.44140625,6185.0546875,5460.0625,6140.578125,7100.40234375,6587.29296875,6827.4765625,0.00390625,0.140625,1.83984375,0.3125,2426.12109375,3.04296875,0.66796875,0.75,0.875
2024-10-29,421.73046875,20.62890625,557.1171875,246.203125,187.140625,0.0546875,0.2578125,1.60546875,1160.37890625,2228.2265625,2370.875,18.484375,2525.29296875,1.83984375,531.4921875,194.03515625,443.46484375,170.484375,524.7578125,594.8125,27.53125,2548.55078125,1250.58984375,2746.4765625,5.03125,1289.8046875,2669.8671875,1289.8046875,0.06640625,7.4453125,2850.01171875,0.953125,0.32421875,4417.97265625,2805.33203125,5071.08203125,5417.890625,5229.03515625,5959.9375,5269.515625,5918.2734375,6861.203125,6344.69140625,6582.85546875,0.00390625,0.13671875,1.8359375,0.3125,2318.30859375,3.04296875,0.640625,0.75,0.875
2024-10-30,378.33203125,19.3125,506.5859375,224.30859375,165.67578125,0.05078125,0.24609375,1.5390625,1110.7109375,2081.54296875,2228.26953125,17.40234375,2385.375,1.80078125,488.15234375,185.16015625,425.30859375,163.49609375,502.87890625,550.37890625,26.82421875,2409.6640625,1198.671875,2607.30859375,4.73046875,1236.58984375,2531.87890625,1236.58984375,0.0625,7.1953125,2708.53515625,0.94921875,0.3046875,4214.82421875,2664.953125,4869.10546875,5227.3046875,5032.75390625,5751.765625,5074.77734375,5712.8203125,6620.33984375,6113.54296875,6343.47265625,0.00390625,0.1328125,1.8359375,0.3125,2174.3984375,3.04296875,0.6171875,0.74609375,0.87109375
2024-10-31,340.13671875,18.2421875,461.29296875,202.515625,147.7109375,0.046875,0.234375,1.49609375,1065.0859375,1952.84375,2096.671875,16.54296875,2251.73828125,1.7578125,453.52734375,177.15625,408.36328125,157.48046875,482.69921875,512.8671875,26.27734375,2276.171875,1150.2265625,2471.40625,4.4375,1186.50390625,2397.6953125,1186.50390625,0.05859375,6.984375,2569.6484375,0.94921875,0.2890625,4017.828125,2527.38671875,4666.29296875,5032.953125,4832.83984375,5558.26953125,4876.01171875,5520.98828125,6384.84765625,5898.88671875,6116.60546875,0.00390625,0.12890625,1.8359375,0.3125,2043.77734375,3.04296875,0.59375,0.7421875,0.8671875
2024-11-01,307.12109375,17.390625,421.20703125,183.49609375,131.78515625,0.046875,0.2265625,1.46484375,1022.53125,1836.5546875,1976.30859375,15.890625,2126.70703125,1.71875,419.05078125,169.3125,391.8359375,152.609375,463.40234375,474.77734375,25.890625,2150.90625,1104.5078125,2344.265625,4.15234375,1138.921875,2271.609375,1138.921875,0.05859375,6.84765625,2439.92578125,0.94921875,0.2734375,3830.9765625,2398.91015625,4467.3125,4836.43359375,4633.796875,5371.80078125,4677.33203125,5334.83203125,6159.67578125,5699.828125,5905.01171875,0.00390625,0.12109375,1.83203125,0.3125,1925.06640625,3.04296875,0.5703125,0.73828125,0.8671875
